time,elapsed_seconds,message
03:21:54,7.59e-05,change limit/bound enforement for lambda 1000: upper change limit,SS0_I:50_J:50_ZONE:1, scaling factor: 6.42201e-05
03:21:54,0.0007213,checking for denormal floating point values
03:21:54,4.43e-05,transforming upgrade pars to model pars
03:21:54,2.7e-05,writing upgrade vector to csv file
03:21:54,0.0080085,LinearAnalysis::glm_iter_fosm
03:21:54,0.0054925,starting FOSM uncertainty analyses for iteration 2
03:21:54,0.0745654,loading obscov
03:21:54,0.0050479,loading parcov
03:21:54,0.0006179,set_predictions
03:21:54,0.0021053,parameter fosm calcs
03:21:54,3.82e-05,LinearAnalysis::calc_posterior
03:21:54,1.49e-05,LinearAnalysis::align
03:21:54,0.0093732,LinearAnalysis::prior_prediction_variance()::invert obscov
03:21:54,4.61e-05,inverting diagonal matrix in place
03:21:54,0.0004057,LinearAnalysis::calc_posterior() form JtQJ
03:21:54,0.0156218,LinearAnalysis::calc_posterior() invert prior parcov
03:21:54,0.0001218,LinearAnalysis::calc_posterior() form posterior parcov
03:21:54,5.78e-05,LinearAnalysis::calc_posterior() invert posterior parcov
03:21:54,1.59e-05,inverting non-diagonal matrix in place
03:39:25,1051.1,completed iteration 3
03:39:25,0.391473,FOSM-based posterior unc calcs
03:39:25,0.0063448,starting FOSM uncertainty analyses for iteration -999
03:39:25,0.076817,loading obscov
03:39:25,0.0051477,loading parcov
03:39:25,0.0006045,set_predictions
03:39:25,0.001947,parameter fosm calcs
03:39:25,2.6e-05,LinearAnalysis::calc_posterior
03:39:25,1.45e-05,LinearAnalysis::align
03:39:25,0.009468,LinearAnalysis::prior_prediction_variance()::invert obscov
03:39:25,5.1e-05,inverting diagonal matrix in place
03:39:25,0.0003899,LinearAnalysis::calc_posterior() form JtQJ
03:39:26,0.0163298,LinearAnalysis::calc_posterior() invert prior parcov
03:39:26,0.000121,LinearAnalysis::calc_posterior() form posterior parcov
03:39:26,9.31e-05,LinearAnalysis::calc_posterior() invert posterior parcov
03:39:26,1.58e-05,inverting non-diagonal matrix in place
